ds,y,add_1,add_2,add_3
2020-03-07 18:45:00,1262195.0,5,0,0
2020-03-07 19:00:00,1262296.0,5,0,0
2020-03-07 19:15:00,1262386.0,5,0,0
2020-03-07 19:30:00,1262113.0,5,0,0
2020-03-07 19:45:00,1261838.0,5,0,0
2020-03-07 20:00:00,1261668.0,5,0,0
2020-03-07 20:15:00,1261199.0,5,0,0
2020-03-07 20:30:00,1260583.0,5,0,0
2020-03-07 20:45:00,1259790.0,5,0,0
2020-03-07 21:00:00,1258722.0,5,0,0
2020-03-07 21:15:00,1256502.0,5,0,0
2020-03-07 21:30:00,1254548.0,5,0,0
2020-03-07 21:45:00,1251796.0,5,0,0
2020-03-07 22:00:00,1248286.0,5,0,0
2020-03-07 22:15:00,1243962.0,5,0,0
2020-03-07 22:30:00,1239222.0,5,0,0
2020-03-07 22:45:00,1233803.0,5,0,0
2020-03-07 23:00:00,1227625.0,5,0,0
2020-03-07 23:15:00,1220738.0,5,0,0
2020-03-07 23:30:00,1213495.0,5,0,0
2020-03-07 23:45:00,1206338.0,5,0,0
2020-03-08 00:00:00,1198841.0,6,0,0
2020-03-08 00:15:00,1191971.0,6,0,0
2020-03-08 00:30:00,1185571.0,6,0,0
2020-03-08 00:45:00,1179116.0,6,0,0
2020-03-08 01:00:00,1173108.0,6,0,0
2020-03-08 01:15:00,1168330.0,6,0,0
2020-03-08 01:30:00,1163885.0,6,0,0
2020-03-08 01:45:00,1159814.0,6,0,0
2020-03-08 02:00:00,1155851.0,6,0,0
2020-03-08 02:15:00,1153144.0,6,0,0
2020-03-08 02:30:00,1150638.0,6,0,0
2020-03-08 02:45:00,1148571.0,6,0,0
2020-03-08 03:00:00,1146393.0,6,0,0
2020-03-08 03:15:00,1144893.0,6,0,0
2020-03-08 03:30:00,1143485.0,6,0,0
2020-03-08 03:45:00,1142443.0,6,0,0
2020-03-08 04:00:00,1141507.0,6,0,0
2020-03-08 04:15:00,1140832.0,6,0,0
2020-03-08 04:30:00,1140559.0,6,0,0
2020-03-08 04:45:00,1140508.0,6,0,0
2020-03-08 05:00:00,1140595.0,6,0,0
2020-03-08 05:15:00,1141094.0,6,0,0
2020-03-08 05:30:00,1141765.0,6,0,0
2020-03-08 05:45:00,1143598.0,6,0,0
2020-03-08 06:00:00,1145150.0,6,0,0
2020-03-08 06:15:00,1147031.0,6,0,0
2020-03-08 06:30:00,1149594.0,6,0,0
2020-03-08 06:45:00,1153565.0,6,0,0
2020-03-08 07:00:00,1157689.0,6,0,0
2020-03-08 07:15:00,1162143.0,6,0,0
2020-03-08 07:30:00,1167247.0,6,0,0
2020-03-08 07:45:00,1172910.0,6,0,0
2020-03-08 08:00:00,1179253.0,6,0,0
2020-03-08 08:15:00,1185347.0,6,0,0
2020-03-08 08:30:00,1191579.0,6,0,0
2020-03-08 08:45:00,1198047.0,6,0,0
2020-03-08 09:00:00,1204366.0,6,0,0
2020-03-08 09:15:00,1210452.0,6,0,0
2020-03-08 09:30:00,1216440.0,6,0,0
2020-03-08 09:45:00,1221862.0,6,0,0
2020-03-08 10:00:00,1226849.0,6,0,0
2020-03-08 10:15:00,1231618.0,6,0,0
2020-03-08 10:30:00,1235628.0,6,0,0
2020-03-08 10:45:00,1239120.0,6,0,0
2020-03-08 11:00:00,1242263.0,6,0,0
2020-03-08 11:15:00,1244832.0,6,0,0
2020-03-08 11:30:00,1247270.0,6,0,0
2020-03-08 11:45:00,1249047.0,6,0,0
2020-03-08 12:00:00,1251045.0,6,0,0
2020-03-08 12:15:00,1252518.0,6,0,0
2020-03-08 12:30:00,1253692.0,6,0,0
