ds,y,add_1,add_2,add_3
2020-06-15 03:15:00,1261023.0,0,0,0
2020-06-15 03:30:00,1260273.0,0,0,0
2020-06-15 03:45:00,1259808.0,0,0,0
2020-06-15 04:00:00,1259334.0,0,0,0
2020-06-15 04:15:00,1259173.0,0,0,0
2020-06-15 04:30:00,1259254.0,0,0,0
2020-06-15 04:45:00,1259981.0,0,0,0
2020-06-15 05:00:00,1260868.0,0,0,0
2020-06-15 05:15:00,1262782.0,0,0,0
2020-06-15 05:30:00,1265882.0,0,0,0
2020-06-15 05:45:00,1270967.0,0,0,0
2020-06-15 06:00:00,1277358.0,0,0,0
2020-06-15 06:15:00,1284807.0,0,0,0
2020-06-15 06:30:00,1292866.0,0,0,0
2020-06-15 06:45:00,1301780.0,0,0,0
2020-06-15 07:00:00,1309922.0,0,0,0
2020-06-15 07:15:00,1314197.0,0,0,0
2020-06-15 07:30:00,1312222.0,0,0,0
2020-06-15 07:45:00,1306111.0,0,0,0
2020-06-15 08:00:00,1304990.0,0,0,0
2020-06-15 08:15:00,1308362.0,0,0,0
2020-06-15 08:30:00,1312474.0,0,0,0
2020-06-15 08:45:00,1316751.0,0,0,0
2020-06-15 09:00:00,1321108.0,0,0,0
2020-06-15 09:15:00,1324514.0,0,0,0
2020-06-15 09:30:00,1327836.0,0,0,0
2020-06-15 09:45:00,1330446.0,0,0,0
2020-06-15 10:00:00,1332743.0,0,0,0
2020-06-15 10:15:00,1334446.0,0,0,0
2020-06-15 10:30:00,1335752.0,0,0,0
